recordid				Tax_id				g_id				gname				name1				Nucleotide sequence				Protein sequence				Protein Structures				Temperature class				Growth Temperature				Optimal Growth Temperature
842				2320				2319				Methanopyrus				Methanopyrus kandleri				31				378				7				hyperthermophilic				98¢XC				84C~110¢XC
843				2321				2206				Methanosarcinaceae				Methanohalobium				0				0				0												
844				2322				2321				Methanohalobium				Methanohalobium evestigatum				6				2				0												
845				2333				2332				Propionigenium				Propionigenium modestum				10				51				0												
846				2334				40298				unclassified Bacillales (miscellaneous)				thermophilic bacterium PS3				13				79				3												
847				2336				2335				Thermotoga				Thermotoga maritima				153				2887				218				thermophilic				80¢XC				
848				2337				2335				Thermotoga				Thermotoga neapolitana				58				118				1				thermophilic				77¢XC				
849				2338				48479				environmental samples				unidentified bacterium				2367				302				0												
850				2354				2353				Flexispira				Flexispira rappini				14				6				0												
851				2371				2370				Xylella				Xylella fastidiosa				140				3209				0				mesophilic								26¢XC
852				2378				2375				Sporomusa				Sporomusa ovata				2				15				1				mesophilic								30¢XC
853				2434				2433				Roseobacter				Roseobacter denitrificans				11				28				0				mesophilic								20C~26¢XC
854				2702				2701				Gardnerella				Gardnerella vaginalis				14				7				0				mesophilic				35¢XC				
855				2714				2713				Aquifex				Aquifex pyrophilus				27				103				3				hyperthermophilic				85¢XC				
856				2722				47936				environmental samples				unidentified proteobacterium				89				18				0												
857				2734				2733				Symbiobacterium				Symbiobacterium thermophilum				5				13				0												
858				2743				2742				Marinobacter				Marinobacter hydrocarbonoclasticus				14				21				3				mesophilic								30¢XC
859				2746				2745				Halomonas				Halomonas elongata				14				30				0				mesophilic								30¢XC
860				2748				2747				Carnobacterium				Carnobacterium divergens				11				19				0				mesophilic								30¢XC
861				2751				2747				Carnobacterium				Carnobacterium piscicola				28				63				2				mesophilic								30¢XC
862				12914				118883				Sulfolobaceae				Acidianus				0				0				0												
863				12915				12914				Acidianus				Acidianus infernus				3				2				0				hyperthermophilic				90¢XC				65C~96¢XC
864				12934				1056				Thiocapsa				Thiocapsa pendens				1				2				0				mesophilic				20C~35¢XC				
865				13035				13034				Dactylococcopsis				Dactylococcopsis salina				4				12				0												
866				13264				29521				Brachyspira				Brachyspira innocens				57				3				0												
867				13373				32008				Burkholderia				Burkholderia mallei				138				76				0												
868				13689				13687				Sphingomonas				Sphingomonas paucimobilis				110				200				14												
869				13690				165695				Sphingobium				Sphingobium yanoikuyae				30				11				0				mesophilic				30¢XC				
870				13725				13724				Thiocystis				Thiocystis violacea				3				20				0				mesophilic				25C~35¢XC				
871				13769				63742				Natrialba				Natrialba magadii				3				12				0				mesophilic				37C~40¢XC				
872				13773				2276				Pyrobaculum				Pyrobaculum aerophilum				15				370				17				hyperthermophilic				100¢XC				
873				13774				2192				Methanocorpusculum				Metopus contortus archaeal symbiont				1				0				0												
874				13776				48510				environmental samples				unidentified archaeon				199				0				0												
875				28025				1678				Bifidobacterium				Bifidobacterium animalis				98				83				0				mesophilic								37¢XC
876				28030				1386				Bacillus				Bacillus acidopullulyticus				5				11				0												
877				28035				1279				Staphylococcus				Staphylococcus lugdunensis				33				37				0				mesophilic								35¢XC
878				28037				1301				Streptococcus				Streptococcus mitis				348				355				0												
879				28038				1578				Lactobacillus				Lactobacillus curvatus				40				30				0				mesophilic								37¢XC
880				28039				1578				Lactobacillus				Lactobacillus leichmannii				9				33				3												
881				28040				1873				Micromonospora				Micromonospora griseorubida				9				33				0												
882				28045				1763				Mycobacterium				Mycobacterium celatum				31				53				0				mesophilic								37¢XC
883				28064				28063				Heliobacillus				Heliobacillus mobilis				196				272				0				mesophilic								37¢XC
884				28068				28067				Rubrivivax				Rubrivivax gelatinosus				20				216				1												
885				28080				194				Campylobacter				Campylobacter upsaliensis				20				12				0				mesophilic								37¢XC
886				28082				445				Legionella				Legionella anisa				11				3				0												
887				28085				445				Legionella				Legionella cincinnatiensis				13				6				0												
888				28087				445				Legionella				Legionella sainthelensi				13				3				0												
889				28090				469				Acinetobacter				Acinetobacter lwoffii				52				112				0												
890				28091				482				Neisseria				Neisseria weaveri				12				1				0												
891				28094				32008				Burkholderia				Burkholderia caryophylli				13				9				0												
892				28095				32008				Burkholderia				Burkholderia gladioli				37				13				2				mesophilic								30¢XC
893				28104				68287				Mesorhizobium				Mesorhizobium huakuii				20				11				0												
894				28108				226				Alteromonas				Alteromonas macleodii				33				4				0				mesophilic								35¢XC
895				28112				195950				Tannerella				Tannerella forsythensis				31				17				0												
896				28116				816				Bacteroides				Bacteroides ovatus				17				29				0				mesophilic								37¢XC
897				28131				838				Prevotella				Prevotella intermedia				38				17				0												
898				28133				838				Prevotella				Prevotella nigrescens				19				1				0												
899				28169				705				Listonella				Listonella pelagia				16				11				0												
900				28171				662				Vibrio				Vibrio aestuarianus				16				2				0												
901				28172				662				Vibrio				Vibrio metschnikovii				20				42				0				mesophilic								20C~40¢XC
902				28173				662				Vibrio				Vibrio nigripulchritudo				12				1				0				mesophilic								20C~30¢XC
903				28174				662				Vibrio				Vibrio ordalii				15				3				0												
904				28184				171				Leptospira				Leptospira weilii				22				14				0												
905				28185				146				Spirochaeta				Spirochaeta sp.				48				0				0												
906				28214				13687				Sphingomonas				Sphingomonas sp.				54				74				4												
907				28232				28231				Geobacter				Geobacter metallireducens				350				3508				0												
908				28238				44000				Caldicellulosiruptor				Caldicellulosiruptor sp. Rt8B.4				2				18				0												
909				28248				48479				environmental samples				unidentified marine eubacterium				168				16				0												
910				28252				2745				Halomonas				Halomonas halodenitrificans				3				17				0				mesophilic								30¢XC
911				28442				2237				Haloarcula				Haloarcula vallismortis				12				30				0				mesophilic				40¢XC				
912				28447				1573				Clavibacter				Clavibacter michiganensis				35				2				0												
913				28448				89583				Gluconacetobacter				Gluconacetobacter xylinus				58				138				0												
914				28449				482				Neisseria				Neisseria subflava				21				25				0				mesophilic								37¢XC
915				28450				32008				Burkholderia				Burkholderia pseudomallei				353				316				2												
916				28451				570				Klebsiella				Klebsiella aerogenes				46				235				31												
917				28454				28453				Sphingobacterium				Sphingobacterium multivorum				14				1				0												
918				28885				28884				Hydrogenovibrio				Hydrogenovibrio marinus				13				38				0												
919				28889				2157				Archaea				Crenarchaeota				18				0				0												
920				28890				2157				Archaea				Euryarchaeota				0				0				0												
921				28896				28895				Thermoanaerobacterium				Thermoanaerobacterium saccharolyticum				6				19				2				thermophilic								60¢XC
922				28901				590				Salmonella				Salmonella enterica				1778				1770				40												
923				28903				2093				Mycoplasma				Mycoplasma bovis				57				73				0				mesophilic				37¢XC				
924				28907				28905				Caedibacter				Caedibacter taeniospiralis				6				70				0												
925				29281				48509				environmental samples				uncultured crenarchaeote				657				131				0												
926				29282				2237				Haloarcula				Haloarcula japonica				9				8				0				thermophilic				40C~45¢XC				30C~55¢XC
927				29283				56688				Halorubrum				Halorubrum distributum				22				6				0				mesophilic				37C~45¢XC				26C~50¢XC
928				29284				56688				Halorubrum				Halorubrum trapanicum				8				0				0				mesophilic				37¢XC				
929				29285				2239				Halobacterium				Halobacterium sp. AUS-2				2				2				0												
930				29286				2249				Halococcus				Halococcus sp.				1				0				0												
931				29287				2236				Halobacteriaceae				Natronococcus				0				0				0												
932				29288				29287				Natronococcus				Natronococcus occultus				1				0				0				mesophilic				37¢XC				
933				29291				2225				Methanococcoides				Methanococcoides burtonii				4				13				0				mesophilic				30C~35¢XC				15C~35¢XC
934				29292				2260				Pyrococcus				Pyrococcus abyssi				54				4023				10				hyperthermophilic				96¢XC				67C~102¢XC
935				29293				68359				environmental samples				unidentified euryarchaeote				20				0				0												
936				29294				2157				Archaea				unclassified Archaea				0				0				0												
937				29295				38063				unclassified Halobacteriales				halophilic archaeon				1				0				0												
938				29301				1883				Streptomyces				Streptomyces arenae				7				16				0				mesophilic								26¢XC
939				29309				1883				Streptomyces				Streptomyces verticillus				8				73				3												
940				29316				1654				Actinomyces				Actinomyces hyovaginalis				14				0				0												
941				29317				1654				Actinomyces				Actinomyces sp.				11				2				0												
942				29320				1663				Arthrobacter				Arthrobacter nicotinovorans				18				228				0				mesophilic								30¢XC
943				29323				1754				Thermoanaerobacter				Thermoanaerobacter brockii				8				29				2				thermophilic				55C~60¢XC				40C~75¢XC
944				29346				1485				Clostridium				Clostridium paradoxum				17				0				0												
945				29347				1485				Clostridium				Clostridium scindens				18				26				0				mesophilic								35C~37¢XC
946				29351				1485				Clostridium				Clostridium stercorarium subsp. thermolacticum				2				0				0				thermophilic				60C~65¢XC				
947				29379				1279				Staphylococcus				Staphylococcus auricularis				18				13				0				mesophilic				30C~40¢XC				37¢XC
948				29380				1279				Staphylococcus				Staphylococcus caprae				25				21				0				mesophilic				25C~45¢XC				<=25¢XC
949				29382				1279				Staphylococcus				Staphylococcus cohnii				21				11				0				mesophilic				30C~40¢XC				
950				29383				1279				Staphylococcus				Staphylococcus equorum				0				0				0												
951				29385				1279				Staphylococcus				Staphylococcus saprophyticus				72				28				0				mesophilic				28C~35¢XC				37¢XC
952				29387				1279				Staphylococcus				Staphylococcus sp.				50				30				0												
953				29388				1279				Staphylococcus				Staphylococcus capitis				46				27				0				mesophilic				30C~40¢XC				
954				29389				1301				Streptococcus				Streptococcus alactolyticus				45				35				0				mesophilic				42¢XC				30C~42¢XC
955				29408				29407				Rhodoplanes				Rhodoplanes elegans				3				2				0				mesophilic				30C~35¢XC				
956				29409				29407				Rhodoplanes				Rhodoplanes roseus				4				1				0				mesophilic				30¢XC				
957				29410				1129				Synechococcus				Synechococcus sp. WH 8103				15				20				0												
958				29412				1163				Anabaena				Anabaena sp. L-31				4				19				0												
959				29413				1177				Nostoc				Nostoc sp. PCC 8009				4				13				2												
960				29414				1183				Plectonema				Plectonema sp.				1				8				0												
